Province;Code Province;Territoire;Code Terrtoire;Zone de santé;"Code
Ituri;CD54;Aru;CD5409;Ariwara;CD5409ZS03;0;0;0;0
Ituri;CD54;Aru;CD5409;Aru;CD5409ZS04;0;0;0;0
Ituri;CD54;Aru;CD5409;Biringi;CD5409ZS05;0;0;0;0
Ituri;CD54;Aru;CD5409;Laybo;CD5409ZS06;0;0;0;0
Nord-Kivu;CD61;Goma;CD6101;Goma;CD6101ZS01;0;0;0;0
Nord-Kivu;CD61;Goma;CD6101;Karisimbi;CD6101ZS02;0;0;0;0
Nord-Kivu;CD61;Nyiragongo;CD6102;Nyiragongo;CD6102ZS01;0;0;0;0
Nord-Kivu;CD61;Masisi;CD6103;Katoyi;CD6103ZS01;0;0;202628;40461
Nord-Kivu;CD61;Masisi;CD6103;Kirotshe;CD6103ZS02;141109;30611;141109;30611
Nord-Kivu;CD61;Masisi;CD6103;Masisi;CD6103ZS03;135567;34882;135567;34882
Nord-Kivu;CD61;Masisi;CD6103;Mweso;CD6103ZS04;130270;35069;130270;35069
Nord-Kivu;CD61;Walikale;CD6104;Itebero;CD6104ZS01;0;0;0;0
Nord-Kivu;CD61;Walikale;CD6104;Kibua;CD6104ZS02;0;0;32619;6622
Nord-Kivu;CD61;Walikale;CD6104;Pinga;CD6104ZS03;49975;14894;49975;14894
Nord-Kivu;CD61;Walikale;CD6104;Walikale;CD6104ZS04;0;0;0;0
Nord-Kivu;CD61;Lubero;CD6105;Alimbongo;CD6105ZS01;0;0;0;0
Nord-Kivu;CD61;Lubero;CD6105;Biena;CD6105ZS02;0;0;0;0
Nord-Kivu;CD61;Lubero;CD6105;Kayna;CD6105ZS03;0;0;112574;22920
Nord-Kivu;CD61;Lubero;CD6105;Lubero;CD6105ZS04;0;0;0;0
Nord-Kivu;CD61;Lubero;CD6105;Manguredjipa;CD6105ZS05;0;0;0;0
Nord-Kivu;CD61;Lubero;CD6105;Masereka;CD6105ZS06;0;0;0;0
Nord-Kivu;CD61;Lubero;CD6105;Musienene;CD6105ZS07;0;0;0;0
Nord-Kivu;CD61;Oïcha;CD6107;Kalunguta;CD6107ZS01;64200;13852;64200;13852
Nord-Kivu;CD61;Oïcha;CD6107;Kamango;CD6107ZS02;78316;78820;78316;78820
Nord-Kivu;CD61;Oïcha;CD6107;Kyondo;CD6107ZS03;0;0;69095;14515
Nord-Kivu;CD61;Oïcha;CD6107;Mabalako;CD6107ZS04;64867;22582;64867;22582
Nord-Kivu;CD61;Oïcha;CD6107;Mutwanga;CD6107ZS05;82001;24755;82001;24755
Nord-Kivu;CD61;Oïcha;CD6107;Oicha;CD6107ZS06;108775;25470;108775;25470
Nord-Kivu;CD61;Oïcha;CD6107;Vuhovi;CD6107ZS07;39132;8563;39132;8563
Nord-Kivu;CD61;Beni;CD6109;Beni;CD6109ZS01;123560;28362;123560;28362
Nord-Kivu;CD61;Butembo;CD6110;Butembo;CD6110ZS01;0;0;0;0
Nord-Kivu;CD61;Butembo;CD6110;Katwa;CD6110ZS02;0;0;0;0
Nord-Kivu;CD61;Rutshuru;CD6111;Bambo;CD6111ZS01;58223;23151;58223;23151
Nord-Kivu;CD61;Rutshuru;CD6111;Binza;CD6111ZS02;0;0;0;0
Nord-Kivu;CD61;Rutshuru;CD6111;Birambizo;CD6111ZS03;141059;54214;141059;54214
Nord-Kivu;CD61;Rutshuru;CD6111;Kibirizi;CD6111ZS04;152311;78251;152311;78251
Nord-Kivu;CD61;Rutshuru;CD6111;Rutshuru;CD6111ZS05;0;0;91169;18781
Nord-Kivu;CD61;Rutshuru;CD6111;Rwanguba;CD6111ZS06;0;0;83423;16929
Sud-Kivu;CD62;Bukavu;CD6201;Bagira;CD6201ZS01;0;0;0;0
Sud-Kivu;CD62;Bukavu;CD6201;Ibanda;CD6201ZS02;0;0;0;0
Sud-Kivu;CD62;Bukavu;CD6201;Kadutu;CD6201ZS03;0;0;0;0
Sud-Kivu;CD62;Kabare;CD6202;Kabare;CD6202ZS01;0;0;69004;14303
Sud-Kivu;CD62;Kabare;CD6202;Kaniola;CD6202ZS02;0;0;0;0
Sud-Kivu;CD62;Kabare;CD6202;Katana;CD6202ZS03;0;0;0;0
Sud-Kivu;CD62;Kabare;CD6202;Miti-Murhesa;CD6202ZS04;0;0;0;0
Sud-Kivu;CD62;Kabare;CD6202;Nyantende;CD6202ZS05;0;0;0;0
Sud-Kivu;CD62;Shabunda;CD6203;Kalole;CD6203ZS01;39710;10624;39710;10624
Sud-Kivu;CD62;Shabunda;CD6203;Lulingu;CD6203ZS02;0;0;0;0
Sud-Kivu;CD62;Shabunda;CD6203;Mulungu;CD6203ZS03;0;0;48977;11048
Sud-Kivu;CD62;Shabunda;CD6203;Shabunda;CD6203ZS04;0;0;0;0
Sud-Kivu;CD62;Kalehe;CD6205;Bunyakiri;CD6205ZS01;98191;60509;98191;60509
Sud-Kivu;CD62;Kalehe;CD6205;Kalehe;CD6205ZS02;0;0;0;0
Sud-Kivu;CD62;Kalehe;CD6205;Kalonge;CD6205ZS03;51827;14932;51827;14932
Sud-Kivu;CD62;Kalehe;CD6205;Minova;CD6205ZS04;0;0;0;0
Sud-Kivu;CD62;Idjwi;CD6206;Idjwi;CD6206ZS01;0;0;0;0
Sud-Kivu;CD62;Walungu;CD6207;Kaziba;CD6207ZS01;0;0;0;0
Sud-Kivu;CD62;Walungu;CD6207;Mubumbano;CD6207ZS02;0;0;59130;13412
Sud-Kivu;CD62;Walungu;CD6207;Nyangezi;CD6207ZS03;0;0;0;0
Sud-Kivu;CD62;Walungu;CD6207;Walungu;CD6207ZS04;0;0;0;0
Sud-Kivu;CD62;Uvira;CD6208;Hauts-Plateaux;CD6208ZS01;0;0;0;0
Sud-Kivu;CD62;Uvira;CD6208;Lemera;CD6208ZS02;55586;17221;55586;17221
Sud-Kivu;CD62;Uvira;CD6208;Ruzizi;CD6208ZS03;0;0;0;0
Sud-Kivu;CD62;Uvira;CD6208;Uvira;CD6208ZS04;0;0;103401;23532
Sud-Kivu;CD62;Fizi;CD6210;Fizi;CD6210ZS01;136919;73646;136919;73646
Sud-Kivu;CD62;Fizi;CD6210;Kimbi Lulenge;CD6210ZS02;0;0;0;0
Sud-Kivu;CD62;Fizi;CD6210;Minembwe;CD6210ZS03;58340;39839;58340;39839
Sud-Kivu;CD62;Fizi;CD6210;Nundu;CD6210ZS04;87891;49952;87891;49952
Sud-Kivu;CD62;Mwenga;CD6212;Itombwe;CD6212ZS01;88352;78255;88352;78255
Sud-Kivu;CD62;Mwenga;CD6212;Kamituga;CD6212ZS02;0;0;0;0
Sud-Kivu;CD62;Mwenga;CD6212;Kitutu;CD6212ZS03;0;0;0;0
Sud-Kivu;CD62;Mwenga;CD6212;Mwana;CD6212ZS04;0;0;0;0
Sud-Kivu;CD62;Mwenga;CD6212;Mwenga;CD6212ZS05;0;0;0;0
Maniema;CD63;Kindu;CD6301;Alunguli;CD6301ZS01;0;0;0;0
Maniema;CD63;Kindu;CD6301;Kindu;CD6301ZS02;0;0;0;0
Maniema;CD63;Kailo;CD6302;Kailo;CD6302ZS01;0;0;0;0
Maniema;CD63;Punia;CD6303;Ferekeni;CD6303ZS01;24431;9492;24431;9492
Maniema;CD63;Punia;CD6303;Punia;CD6303ZS02;35378;12175;35378;12175
Maniema;CD63;Lubutu;CD6305;Lubutu;CD6305ZS01;39741;11745;39741;11745
Maniema;CD63;Lubutu;CD6305;Obokote;CD6305ZS02;26753;7591;26753;7591
Maniema;CD63;Pangi;CD6307;Kalima;CD6307ZS01;0;0;0;0
Maniema;CD63;Pangi;CD6307;Kampene;CD6307ZS02;0;0;0;0
Maniema;CD63;Pangi;CD6307;Pangi;CD6307ZS03;0;0;0;0
Maniema;CD63;Kabambare;CD6309;Kabambare;CD6309ZS01;0;0;0;0
Maniema;CD63;Kabambare;CD6309;Lusangi;CD6309ZS02;0;0;0;0
Maniema;CD63;Kabambare;CD6309;Saramabila;CD6309ZS03;0;0;0;0
Maniema;CD63;Kasongo;CD6311;Kasongo;CD6311ZS01;0;0;0;0
Maniema;CD63;Kasongo;CD6311;Kunda;CD6311ZS02;0;0;0;0
Maniema;CD63;Kasongo;CD6311;Samba;CD6311ZS03;0;0;0;0
Maniema;CD63;Kibombo;CD6313;Kibombo;CD6313ZS01;0;0;0;0
Maniema;CD63;Kibombo;CD6313;Tunda;CD6313ZS02;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Kamalondo;CD7101ZS01;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Kampemba;CD7101ZS02;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Katuba;CD7101ZS03;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Kenya;CD7101ZS04;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Kisanga;CD7101ZS05;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Kowe;CD7101ZS06;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Lubumbashi;CD7101ZS07;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Mumbunda;CD7101ZS08;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Rwashi;CD7101ZS09;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Tshamilemba;CD7101ZS10;0;0;0;0
Haut-Katanga;CD71;Lubumbashi;CD7101;Vangu;CD7101ZS11;0;0;0;0
Haut-Katanga;CD71;Kipushi;CD7102;Kafubu;CD7102ZS01;0;0;0;0
Haut-Katanga;CD71;Kipushi;CD7102;Kipushi;CD7102ZS02;0;0;0;0
Haut-Katanga;CD71;Sakania;CD7104;Sakania;CD7104ZS01;0;0;0;0
Haut-Katanga;CD71;Kambove;CD7105;Kambove;CD7105ZS01;0;0;0;0
Haut-Katanga;CD71;Kambove;CD7105;Kapolowe;CD7105ZS02;0;0;0;0
Haut-Katanga;CD71;Kambove;CD7105;Kilela Balanda;CD7105ZS03;0;0;0;0
Haut-Katanga;CD71;Kambove;CD7105;Manika;CD7105ZS04;0;0;0;0
Haut-Katanga;CD71;Kambove;CD7105;Panda;CD7105ZS05;0;0;0;0
Haut-Katanga;CD71;Likasi;CD7106;Likasi;CD7106ZS01;0;0;0;0
Haut-Katanga;CD71;Kasenga;CD7107;Kasenga;CD7107ZS01;0;0;0;0
Haut-Katanga;CD71;Kasenga;CD7107;Kikula;CD7107ZS02;0;0;0;0
Haut-Katanga;CD71;Kasenga;CD7107;Lukafu;CD7107ZS03;0;0;0;0
Haut-Katanga;CD71;Kasenga;CD7107;Kashobwe;CD7107ZS04;0;0;0;0
Haut-Katanga;CD71;Mitwaba;CD7108;Mitwaba;CD7108ZS01;0;0;0;0
Haut-Katanga;CD71;Mitwaba;CD7108;Mufunga Sampwe;CD7108ZS02;0;0;0;0
Haut-Katanga;CD71;Pweto;CD7109;Kilwa;CD7109ZS01;145284;55696;145284;55696
Haut-Katanga;CD71;Pweto;CD7109;Pweto;CD7109ZS02;103436;34918;103436;34918
Lualaba;CD72;Mutshatsha;CD7202;Dilala;CD7202ZS01;0;0;0;0
Lualaba;CD72;Mutshatsha;CD7202;Lualaba;CD7202ZS02;0;0;0;0
Lualaba;CD72;Mutshatsha;CD7202;Mutshatsha;CD7202ZS03;0;0;0;0
Lualaba;CD72;Lubudi;CD7203;Bunkeya;CD7203ZS01;0;0;0;0
Lualaba;CD72;Lubudi;CD7203;Fungurume;CD7203ZS02;0;0;0;0
Lualaba;CD72;Lubudi;CD7203;Kanzenze;CD7203ZS03;0;0;0;0
Lualaba;CD72;Lubudi;CD7203;Lubudi;CD7203ZS04;0;0;0;0
Lualaba;CD72;Dilolo;CD7205;Dilolo;CD7205ZS01;10299;8447;10299;8447
Lualaba;CD72;Dilolo;CD7205;Kasaji;CD7205ZS02;0;0;0;0
Lualaba;CD72;Sandoa;CD7206;Kafakumba;CD7206ZS01;0;0;0;0
Lualaba;CD72;Sandoa;CD7206;Sandoa;CD7206ZS02;0;0;0;0
Lualaba;CD72;Kapanga;CD7207;Kalamba;CD7207ZS01;0;0;0;0
Lualaba;CD72;Kapanga;CD7207;Kapanga;CD7207ZS02;49480;12792;49480;12792
Haut-Lomami;CD73;Kamina;CD7302;Baka;CD7302ZS01;0;0;0;0
Haut-Lomami;CD73;Kamina;CD7302;Kamina;CD7302ZS02;0;0;0;0
Haut-Lomami;CD73;Kamina;CD7302;Kinda;CD7302ZS03;0;0;0;0
Haut-Lomami;CD73;Kamina;CD7302;Songa;CD7302ZS04;0;0;0;0
Haut-Lomami;CD73;Kaniama;CD7303;Kaniama;CD7303ZS01;0;0;0;0
Haut-Lomami;CD73;Kabongo;CD7304;Kabongo;CD7304ZS01;0;0;0;0
Haut-Lomami;CD73;Kabongo;CD7304;Kayamba;CD7304ZS02;0;0;0;0
Haut-Lomami;CD73;Kabongo;CD7304;Kitenge;CD7304ZS03;0;0;0;0
Haut-Lomami;CD73;Malemba-Nkulu;CD7305;Kinkondja;CD7305ZS01;0;0;0;0
Haut-Lomami;CD73;Malemba-Nkulu;CD7305;Lwamba;CD7305ZS02;0;0;0;0
Haut-Lomami;CD73;Malemba-Nkulu;CD7305;Mukanga;CD7305ZS03;0;0;0;0
Haut-Lomami;CD73;Malemba-Nkulu;CD7305;Mulongo;CD7305ZS04;0;0;0;0
Haut-Lomami;CD73;Bukama;CD7306;Bukama;CD7306ZS01;0;0;0;0
Haut-Lomami;CD73;Bukama;CD7306;Butumba;CD7306ZS02;0;0;0;0
Haut-Lomami;CD73;Bukama;CD7306;Kabondo Dianda;CD7306ZS03;0;0;0;0
Haut-Lomami;CD73;Bukama;CD7306;Malemba;CD7306ZS04;0;0;0;0
Tanganyika;CD74;Kalemie;CD7402;Kalemie;CD7402ZS01;138046;57755;138046;57755
Tanganyika;CD74;Kalemie;CD7402;Nyemba;CD7402ZS02;102828;21586;102828;21586
Tanganyika;CD74;Moba;CD7404;Kansimba;CD7404ZS01;54220;12630;54220;12630
Tanganyika;CD74;Moba;CD7404;Moba;CD7404ZS02;0;0;103962;20844
Tanganyika;CD74;Manono;CD7406;Ankoro;CD7406ZS01;0;0;0;0
Tanganyika;CD74;Manono;CD7406;Kiyambi;CD7406ZS02;61236;18300;61236;18300
Tanganyika;CD74;Manono;CD7406;Manono;CD7406ZS03;103192;29748;103192;29748
Tanganyika;CD74;Kabalo;CD7407;Kabalo;CD7407ZS01;84339;20702;84339;20702
Tanganyika;CD74;Kongolo;CD7409;Kongolo;CD7409ZS01;0;0;0;0
Tanganyika;CD74;Kongolo;CD7409;Mbulula;CD7409ZS02;0;0;0;0
Tanganyika;CD74;Nyunzu;CD7410;Nyunzu;CD7410ZS01;84223;20218;84223;20218
Lomami;CD81;Kabinda;CD8102;Kabinda;CD8102ZS01;0;0;0;0
Lomami;CD81;Kabinda;CD8102;Kalonda Est;CD8102ZS02;0;0;0;0
Lomami;CD81;Kabinda;CD8102;Ludimbi Lukula;CD8102ZS03;0;0;0;0
Lomami;CD81;Mwene-Ditu;CD8103;Makota;CD8103ZS01;0;0;0;0
Lomami;CD81;Mwene-Ditu;CD8103;Mwene Ditu;CD8103ZS02;0;0;0;0
Lomami;CD81;Luilu;CD8104;Kalenda;CD8104ZS01;0;0;0;0
Lomami;CD81;Luilu;CD8104;Kanda Kanda;CD8104ZS02;0;0;0;0
Lomami;CD81;Luilu;CD8104;Luputa;CD8104ZS03;0;0;0;0
Lomami;CD81;Luilu;CD8104;Wikong;CD8104ZS04;0;0;0;0
Lomami;CD81;Kamiji;CD8105;Kamiji;CD8105ZS01;0;0;0;0
Lomami;CD81;Ngandajika;CD8106;Kalambayi Kabanga;CD8106ZS01;0;0;0;0
Lomami;CD81;Ngandajika;CD8106;Mulumba;CD8106ZS02;0;0;0;0
Lomami;CD81;Ngandajika;CD8106;Ngandajika;CD8106ZS03;0;0;0;0
Lomami;CD81;Lubao;CD8108;Kamana;CD8108ZS01;0;0;0;0
Lomami;CD81;Lubao;CD8108;Lubao;CD8108ZS02;0;0;0;0
Lomami;CD81;Lubao;CD8108;Tshofa;CD8108ZS03;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Bipemba;CD8201ZS01;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Bonzola;CD8201ZS02;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Dibindi;CD8201ZS03;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Diulu;CD8201ZS04;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Kansele;CD8201ZS05;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Lubilanji;CD8201ZS06;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Lukelenge;CD8201ZS07;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Mpokolo;CD8201ZS08;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Muya;CD8201ZS09;0;0;0;0
Kasaï-Oriental;CD82;Mbuji-Mayi;CD8201;Nzaba;CD8201ZS10;0;0;0;0
Kasaï-Oriental;CD82;Tshilenge;CD8202;Kasansa;CD8202ZS01;0;0;0;0
Kasaï-Oriental;CD82;Tshilenge;CD8202;Tshilenge;CD8202ZS02;0;0;0;0
Kasaï-Oriental;CD82;Miabi;CD8205;Cilundu;CD8205ZS01;0;0;0;0
Kasaï-Oriental;CD82;Miabi;CD8205;Miabi;CD8205ZS02;0;0;0;0
Kasaï-Oriental;CD82;Kabeya-Kamwanga;CD8207;Kabeya Kamuanga;CD8207ZS01;0;0;0;0
Kasaï-Oriental;CD82;Lupatapata;CD8208;Mukumbi;CD8208ZS01;0;0;0;0
Kasaï-Oriental;CD82;Lupatapata;CD8208;Tshishimbi;CD8208ZS02;0;0;0;0
Kasaï-Oriental;CD82;Katanda;CD8209;Bibanga;CD8209ZS01;0;0;0;0
Kasaï-Oriental;CD82;Katanda;CD8209;Tshitenge;CD8209ZS02;0;0;0;0
Sankuru;CD83;Lusambo;CD8302;Lusambo;CD8302ZS01;0;0;0;0
Sankuru;CD83;Lusambo;CD8302;Ototo;CD8302ZS02;0;0;0;0
Sankuru;CD83;Lusambo;CD8302;Pania Mutombo;CD8302ZS03;0;0;0;0
Sankuru;CD83;Lodja;CD8303;Lodja;CD8303ZS01;0;0;0;0
Sankuru;CD83;Lodja;CD8303;Omendjadi;CD8303ZS02;0;0;0;0
Sankuru;CD83;Lodja;CD8303;Vanga Kete;CD8303ZS03;0;0;0;0
Sankuru;CD83;Kole;CD8306;Bena Dibele;CD8306ZS01;0;0;0;0
Sankuru;CD83;Kole;CD8306;Kole;CD8306ZS02;0;0;0;0
Sankuru;CD83;Lomela;CD8307;Lomela;CD8307ZS01;0;0;0;0
Sankuru;CD83;Lomela;CD8307;Tshudi Loto;CD8307ZS02;0;0;0;0
Sankuru;CD83;Katako Kombe;CD8308;Djalo Djeka;CD8308ZS01;0;0;0;0
Sankuru;CD83;Katako Kombe;CD8308;Katako Kombe;CD8308ZS02;0;0;0;0
Sankuru;CD83;Katako Kombe;CD8308;Wembo Nyama;CD8308ZS03;0;0;0;0
Sankuru;CD83;Lubefu;CD8309;Dikungu;CD8309ZS01;0;0;0;0
Sankuru;CD83;Lubefu;CD8309;Minga;CD8309ZS02;0;0;0;0
Sankuru;CD83;Lubefu;CD8309;Tshumbe;CD8309ZS03;0;0;0;0
Kasaï-Central;CD91;Kananga;CD9101;Bobozo;CD9101ZS01;0;0;0;0
Kasaï-Central;CD91;Kananga;CD9101;Kananga;CD9101ZS02;0;0;0;0
Kasaï-Central;CD91;Kananga;CD9101;Katoka;CD9101ZS03;0;0;0;0
Kasaï-Central;CD91;Kananga;CD9101;Lukonga;CD9101ZS04;0;0;0;0
Kasaï-Central;CD91;Kananga;CD9101;Ndesha;CD9101ZS05;0;0;0;0
Kasaï-Central;CD91;Kananga;CD9101;Tshikaji;CD9101ZS06;0;0;0;0
Kasaï-Central;CD91;Dibaya;CD9102;Bunkonde;CD9102ZS01;0;0;0;0
Kasaï-Central;CD91;Dibaya;CD9102;Dibaya;CD9102ZS02;0;0;0;0
Kasaï-Central;CD91;Dibaya;CD9102;Lubondaie;CD9102ZS03;0;0;0;0
Kasaï-Central;CD91;Dibaya;CD9102;Tshikula;CD9102ZS04;0;0;0;0
Kasaï-Central;CD91;Luiza;CD9104;Luambo;CD9104ZS01;0;0;0;0
Kasaï-Central;CD91;Luiza;CD9104;Luiza;CD9104ZS02;0;0;0;0
Kasaï-Central;CD91;Luiza;CD9104;Masuika;CD9104ZS03;0;0;0;0
Kasaï-Central;CD91;Luiza;CD9104;Yangala;CD9104ZS04;0;0;0;0
Kasaï-Central;CD91;Kazumba;CD9105;Bilomba;CD9105ZS01;0;0;0;0
Kasaï-Central;CD91;Kazumba;CD9105;Kalomba;CD9105ZS02;0;0;0;0
Kasaï-Central;CD91;Kazumba;CD9105;Mikalayi;CD9105ZS03;0;0;0;0
Kasaï-Central;CD91;Kazumba;CD9105;Ndekesha;CD9105ZS04;0;0;0;0
Kasaï-Central;CD91;Kazumba;CD9105;Tshibala;CD9105ZS05;0;0;0;0
Kasaï-Central;CD91;Demba;CD9106;Bena Leka;CD9106ZS01;0;0;0;0
Kasaï-Central;CD91;Demba;CD9106;Demba;CD9106ZS02;0;0;0;0
Kasaï-Central;CD91;Demba;CD9106;Mutoto;CD9106ZS03;0;0;0;0
Kasaï-Central;CD91;Dimbelenge;CD9107;Bena Tshiadi;CD9107ZS01;0;0;0;0
Kasaï-Central;CD91;Dimbelenge;CD9107;Katende;CD9107ZS02;0;0;0;0
Kasaï-Central;CD91;Dimbelenge;CD9107;Lubunga;CD9107ZS03;0;0;0;0
Kasaï-Central;CD91;Dimbelenge;CD9107;Muetshi;CD9107ZS04;0;0;0;0
Kasaï;CD92;Kamonia;CD9202;Kalonda Ouest;CD9202ZS01;0;0;0;0
Kasaï;CD92;Kamonia;CD9202;Kamonia;CD9202ZS02;0;0;0;0
Kasaï;CD92;Kamonia;CD9202;Kamwesha;CD9202ZS03;0;0;0;0
Kasaï;CD92;Kamonia;CD9202;Kanzala;CD9202ZS04;0;0;0;0
Kasaï;CD92;Kamonia;CD9202;Kitangwa;CD9202ZS05;0;0;0;0
Kasaï;CD92;Kamonia;CD9202;Mutena;CD9202ZS06;0;0;0;0
Kasaï;CD92;Kamonia;CD9202;Nyanga;CD9202ZS07;0;0;0;0
Kasaï;CD92;Kamonia;CD9202;Tshikapa;CD9202ZS08;0;0;0;0
Kasaï;CD92;Luebo;CD9204;Luebo;CD9204ZS01;0;0;0;0
Kasaï;CD92;Luebo;CD9204;Ndjoko-Mpunda;CD9204ZS02;0;0;0;0
Kasaï;CD92;Ilebo;CD9205;Banga Lubaka;CD9205ZS01;0;0;0;0
Kasaï;CD92;Ilebo;CD9205;Ilebo;CD9205ZS02;0;0;0;0
Kasaï;CD92;Ilebo;CD9205;Mikope;CD9205ZS03;0;0;0;0
Kasaï;CD92;Mweka;CD9207;Bulape;CD9207ZS01;0;0;0;0
Kasaï;CD92;Mweka;CD9207;Kakenge;CD9207ZS02;0;0;0;0
Kasaï;CD92;Mweka;CD9207;Mushenge;CD9207ZS03;0;0;0;0
Kasaï;CD92;Mweka;CD9207;Mweka;CD9207ZS04;0;0;0;0
Kasaï;CD92;Dekese;CD9208;Dekese;CD9208ZS01;0;0;0;0
;;;;;;;;;
